Order_ID,Order_Date,Customer_ID,Age_Group,Region,Acquisition_Channel,Device_Type,Category,Product_Name,Unit_Price,Quantity,Discount_Pct,Discount_Amount,Total_Before_Discount,Total_After_Discount,Payment_Method,Delivery_Days,Is_Returned,Return_Reason,Rating
ORD10754,2023-04-26,CUST00747,36-45,North,Direct,Tablet,Books,Comic,104.27,1,15,15.64,104.27,88.63,Debit Card,5,No,,4.6
ORD10755,2023-11-17,CUST00520,18-25,North,Organic Search,Desktop,Beauty,Shampoo,386.31,1,20,77.26,386.31,309.05,COD,2,No,,4.9
ORD10756,2023-04-27,CUST00285,18-25,South,Referral,Desktop,Sports,Cricket Bat,2223.46,2,5,222.35,4446.92,4224.57,Credit Card,8,No,,4.6
ORD10757,2023-08-26,CUST00801,18-25,West,Organic Search,Desktop,Clothing,Jeans,1109.85,5,25,1387.31,5549.25,4161.94,Debit Card,2,No,,3.9
ORD10758,2023-06-03,CUST00908,26-35,West,Organic Search,Desktop,Electronics,Tablet,39468.79,5,25,49335.99,197343.95,148007.96,Net Banking,10,Yes,Changed Mind,4.3
ORD10759,2023-09-17,CUST00975,36-45,Central,Referral,Desktop,Sports,Dumbbells,2868.94,2,15,860.68,5737.88,4877.2,Wallet,8,No,,3.7
ORD10760,2023-01-04,CUST00184,18-25,West,Social Media,Tablet,Books,Fiction Novel,589.75,2,25,294.88,1179.5,884.62,Wallet,6,No,,3.1
ORD10761,2023-04-20,CUST00328,36-45,South,Referral,Tablet,Sports,Cricket Bat,1967.98,1,5,98.4,1967.98,1869.58,Debit Card,5,No,,3.9
ORD10762,2023-03-22,CUST00486,36-45,East,Email,Desktop,Home & Kitchen,Mixer Grinder,3151.42,4,0,0.0,12605.68,12605.68,UPI,10,No,,3.6
ORD10763,2023-08-19,CUST00403,36-45,West,Social Media,Tablet,Clothing,Saree,,3,15,1441.26,9608.4,8167.14,Debit Card,5,No,,4.9
ORD10764,2023-12-05,CUST00810,26-35,Central,Referral,Desktop,Books,Textbook,431.17,2,5,43.12,862.34,819.22,UPI,5,No,,3.5
ORD10765,2023-10-31,CUST00970,18-25,West,Paid Ads,Desktop,Electronics,Smartphone,18211.79,3,25,13658.84,54635.37,40976.53,COD,8,No,,4.5
ORD10766,2023-05-22,CUST00138,46-55,South,Paid Ads,Tablet,Sports,Cycle,6482.92,1,15,972.44,6482.92,5510.48,UPI,9,No,,4.3
ORD10767,2023-06-17,CUST00677,26-35,North,Direct,Tablet,Sports,Cricket Bat,3809.18,4,5,761.84,15236.72,14474.88,Wallet,10,No,,3.8
ORD10768,2023-04-05,CUST00694,55+,South,Organic Search,Tablet,Home & Kitchen,Bedsheet,2762.76,4,5,552.55,11051.04,10498.49,Net Banking,6,No,,3.3
ORD10769,2023-09-20,CUST00033,55+,East,Referral,Desktop,Books,Comic,341.82,1,0,0.0,341.82,341.82,Wallet,6,Yes,Changed Mind,4.2
ORD10770,2023-09-30,CUST00945,26-35,West,Social Media,Desktop,Electronics,Smartphone,31742.89,5,0,0.0,158714.45,158714.45,Net Banking,3,No,,4.2
ORD10771,2023-11-28,CUST00541,36-45,West,Referral,Desktop,Beauty,Shampoo,572.79,1,0,0.0,572.79,572.79,Credit Card,10,No,,3.7
ORD10772,2023-08-07,CUST00335,26-35,East,Direct,Tablet,Sports,Cycle,5471.79,2,15,1641.54,10943.58,9302.04,Debit Card,3,No,,4.2
ORD10773,2023-01-14,CUST00865,18-25,East,Paid Ads,Tablet,Clothing,Jeans,1015.36,2,0,0.0,2030.72,2030.72,Debit Card,9,No,,5.0
ORD10774,2023-04-22,CUST00027,26-35,West,Email,Desktop,Clothing,Saree,1975.68,3,5,296.35,5927.04,5630.69,Debit Card,6,Yes,Changed Mind,5.0
ORD10775,2023-03-31,CUST00742,26-35,Central,Social Media,Tablet,Clothing,Jacket,3951.09,1,0,0.0,3951.09,3951.09,UPI,9,No,,5.0
ORD10776,2023-09-02,CUST00390,46-55,East,Organic Search,Desktop,Books,Self Help,305.16,1,15,45.77,305.16,259.39,Wallet,5,No,,4.1
ORD10777,2023-08-30,CUST00282,36-45,South,Referral,Mobile,Home & Kitchen,Mixer Grinder,7998.24,1,20,1599.65,7998.24,6398.59,Debit Card,1,No,,4.0
ORD10778,2023-02-01,CUST00381,36-45,Central,Paid Ads,Tablet,Sports,Cricket Bat,1701.1,4,0,0.0,6804.4,6804.4,Wallet,10,No,,4.8
ORD10779,2023-01-16,CUST00414,36-45,North,Social Media,Mobile,Clothing,Saree,7129.36,1,0,0.0,7129.36,7129.36,Net Banking,8,No,,3.1
ORD10780,2023-11-03,CUST00229,18-25,West,Referral,Desktop,Electronics,Laptop,112221.92,1,20,22444.38,112221.92,89777.54,Debit Card,9,No,,4.6
ORD10781,2023-09-01,CUST00264,18-25,North,Email,Desktop,Toys,Puzzle,1252.25,1,10,125.22,1252.25,1127.03,Wallet,8,No,,4.4
ORD10782,2023-03-15,CUST00290,46-55,East,Social Media,Tablet,Toys,Puzzle,455.17,2,0,0.0,910.34,910.34,Net Banking,4,No,,3.9
ORD10783,2023-03-09,CUST00678,18-25,West,Direct,Mobile,Beauty,Serum,1751.78,5,10,875.89,8758.9,7883.01,Debit Card,6,No,,2.7
ORD10784,2023-03-24,CUST00353,18-25,South,Email,Tablet,Clothing,T-Shirt,385.84,1,5,19.29,385.84,366.55,UPI,7,No,,3.2
ORD10785,2023-06-22,CUST00827,46-55,East,Referral,Desktop,Sports,Cycle,7945.48,3,15,3575.47,23836.44,20260.97,Credit Card,3,No,,3.6
ORD10786,2023-02-18,CUST00730,26-35,North,Referral,Mobile,Toys,Remote Car,2164.85,1,0,0.0,2164.85,2164.85,Net Banking,4,No,,4.2
ORD10787,2023-04-12,CUST00799,18-25,East,Referral,Mobile,Toys,Puzzle,453.34,2,0,0.0,906.68,906.68,Wallet,6,No,,3.6
ORD10788,2023-11-22,CUST00554,55+,West,Social Media,Desktop,Sports,Cricket Bat,2872.36,1,0,0.0,2872.36,2872.36,COD,10,No,,5.0
ORD10789,2023-01-01,CUST00570,36-45,North,Organic Search,Desktop,Books,Comic,240.4,2,10,48.08,480.8,432.72,Debit Card,2,No,,3.5
ORD10790,2023-03-23,CUST00073,26-35,Central,Direct,Mobile,Clothing,Jacket,5112.21,2,20,2044.88,10224.42,8179.54,Debit Card,7,No,,4.5
ORD10791,2023-11-23,CUST00537,18-25,East,Organic Search,Tablet,Books,Self Help,536.12,3,0,0.0,1608.36,1608.36,Wallet,2,No,,5.0
ORD10792,2023-01-21,CUST00437,36-45,East,Paid Ads,Tablet,Sports,Cycle,8841.92,3,10,2652.58,26525.76,23873.18,Credit Card,7,No,,4.0
ORD10793,2023-12-07,CUST00987,26-35,East,Social Media,Tablet,Electronics,Tablet,57986.72,3,5,8698.01,173960.16,165262.15,COD,8,No,,5.0
ORD10794,2023-02-12,CUST00606,26-35,West,Referral,Tablet,Home & Kitchen,Curtains,2934.33,3,15,1320.45,8802.99,7482.54,COD,1,Yes,Changed Mind,4.0
ORD10795,2023-11-05,CUST00813,36-45,South,Social Media,Tablet,Books,Biography,535.43,4,0,0.0,2141.72,2141.72,Wallet,2,No,,4.9
ORD10796,2023-06-27,CUST00963,26-35,North,Paid Ads,Tablet,Beauty,Serum,1496.76,4,0,0.0,5987.04,5987.04,Debit Card,8,No,,3.1
ORD10797,2023-08-22,CUST00700,26-35,North,Social Media,Desktop,Electronics,Earbuds,944.62,4,0,0.0,3778.48,3778.48,Wallet,5,No,,3.6
ORD10798,2023-10-13,CUST00800,46-55,Central,Referral,Tablet,Beauty,Perfume,3958.75,2,5,395.88,7917.5,7521.62,Debit Card,9,No,,3.9
ORD10799,2023-06-10,CUST00191,36-45,East,Email,Desktop,Home & Kitchen,Bedsheet,753.25,1,20,150.65,753.25,602.6,Debit Card,10,No,,2.7
ORD10800,2023-09-17,CUST00634,36-45,West,Social Media,Mobile,Clothing,Saree,914.68,2,10,182.94,1829.36,1646.42,Wallet,9,No,,3.5
ORD10801,2023-02-23,CUST00995,18-25,Central,Paid Ads,Tablet,Home & Kitchen,Cookware Set,3445.9,2,20,1378.36,6891.8,5513.44,UPI,5,No,,3.8
ORD10802,2023-04-26,CUST00250,55+,Central,Referral,Tablet,Electronics,Smart Watch,6040.43,2,5,604.04,12080.86,11476.82,Debit Card,8,No,,4.0
ORD10803,2023-11-18,CUST00397,36-45,East,Email,Desktop,Books,Self Help,623.95,5,20,623.95,3119.75,2495.8,UPI,10,No,,4.1
ORD10804,2023-06-14,CUST00940,36-45,Central,Paid Ads,Tablet,Clothing,Saree,4690.66,1,0,0.0,4690.66,4690.66,UPI,4,No,,3.7
ORD10805,2023-05-18,CUST00472,36-45,South,Organic Search,Tablet,Beauty,Serum,2534.8,2,25,1267.4,5069.6,3802.2,Net Banking,10,No,,3.8
ORD10806,2023-02-02,CUST00746,18-25,South,Email,Mobile,Sports,Yoga Mat,2291.68,4,0,0.0,9166.72,9166.72,Wallet,6,Yes,Not as Described,2.2
ORD10807,2023-04-30,CUST00521,55+,East,Organic Search,Tablet,Books,Textbook,1261.43,3,15,567.64,3784.29,3216.65,Credit Card,10,No,,3.2
ORD10808,2023-09-29,CUST00616,36-45,West,Direct,Mobile,Beauty,Perfume,3143.51,1,0,0.0,3143.51,3143.51,UPI,7,No,,3.9
ORD10809,2023-07-28,CUST00142,46-55,West,Social Media,Desktop,Electronics,Smartphone,47738.18,5,20,47738.18,238690.9,190952.72,Credit Card,7,No,,3.4
ORD10810,2023-11-28,CUST00021,46-55,North,Paid Ads,Mobile,Clothing,Saree,3690.28,2,15,1107.08,7380.56,6273.48,COD,2,No,,4.0
ORD10811,2023-10-18,CUST00072,55+,South,Social Media,Mobile,Electronics,Smartphone,21728.11,3,0,0.0,65184.33,65184.33,Wallet,10,No,,3.0
ORD10812,2023-12-28,CUST00638,18-25,East,Social Media,Mobile,Clothing,Kurta,1185.75,2,25,592.88,2371.5,1778.62,UPI,3,No,,4.3
ORD10813,2023-09-12,CUST00628,46-55,West,Email,Mobile,Beauty,Shampoo,533.57,2,0,0.0,1067.14,1067.14,Wallet,4,No,,3.2
ORD10814,2023-05-03,CUST00939,55+,Central,Organic Search,Tablet,Sports,Yoga Mat,1176.69,3,0,0.0,3530.07,3530.07,Credit Card,8,No,,3.4
ORD10815,2023-10-07,CUST00139,26-35,West,Email,Mobile,Beauty,Perfume,4603.4,5,20,4603.4,23017.0,18413.6,Net Banking,4,No,,4.4
ORD10816,2023-11-09,CUST00790,36-45,North,Social Media,Tablet,Electronics,Smart Watch,3877.73,5,25,4847.16,19388.65,14541.49,Wallet,7,No,,5.0
ORD10817,2023-10-01,CUST00395,18-25,West,Direct,Tablet,Sports,Badminton Set,1016.06,3,0,0.0,3048.18,3048.18,COD,1,Yes,Not as Described,3.9
ORD10818,2023-02-20,CUST00075,36-45,North,Email,Mobile,Toys,Board Game,1771.86,1,5,88.59,1771.86,1683.27,Wallet,8,No,,5.0
ORD10819,2023-04-01,CUST00381,46-55,Central,Direct,Desktop,Electronics,Earbuds,521.32,2,15,156.4,1042.64,886.24,Net Banking,7,No,,3.2
ORD10820,2023-12-01,CUST00387,26-35,Central,Organic Search,Tablet,Beauty,Serum,2246.45,3,5,336.97,6739.35,6402.38,Wallet,5,No,,5.0
ORD10821,2023-12-06,CUST00119,18-25,South,Direct,Desktop,Books,Fiction Novel,463.2,4,0,0.0,1852.8,1852.8,Wallet,4,Yes,Defective,4.1
ORD10822,2023-10-19,CUST00207,55+,North,Email,Desktop,Beauty,Lipstick,484.81,3,10,145.44,1454.43,1308.99,Credit Card,5,Yes,Defective,2.7
ORD10823,2023-02-12,CUST00631,26-35,Central,Paid Ads,Mobile,Electronics,Laptop,33422.81,4,0,0.0,133691.24,133691.24,Wallet,2,No,,5.0
ORD10824,2023-05-09,CUST00401,26-35,South,Social Media,Tablet,Home & Kitchen,Air Fryer,8119.21,2,15,2435.76,16238.42,13802.66,Wallet,3,No,,4.4
ORD10825,2023-11-05,CUST00165,18-25,West,Referral,Tablet,Books,Fiction Novel,542.1,1,5,27.11,542.1,514.99,Credit Card,9,No,,5.0
ORD10826,2023-01-20,CUST00004,36-45,South,Direct,Mobile,Sports,Cricket Bat,4620.4,3,15,2079.18,13861.2,11782.02,COD,3,No,,4.0
ORD10827,2023-05-25,CUST00933,36-45,West,Email,Mobile,Sports,Yoga Mat,539.59,4,20,431.67,2158.36,1726.69,Net Banking,10,No,,3.9
ORD10828,2023-07-18,CUST00825,26-35,South,Email,Mobile,Sports,Dumbbells,1740.13,3,0,0.0,5220.39,5220.39,Wallet,5,No,,3.9
ORD10829,2023-08-24,CUST00398,26-35,Central,Paid Ads,Mobile,Home & Kitchen,Mixer Grinder,7651.29,4,20,6121.03,30605.16,24484.13,Debit Card,8,No,,4.1
ORD10830,2023-08-26,CUST00315,26-35,East,Referral,Desktop,Beauty,Shampoo,519.45,5,15,389.59,2597.25,2207.66,Credit Card,9,No,,4.2
ORD10831,2023-09-22,CUST00454,18-25,Central,Paid Ads,Tablet,Clothing,Jeans,1344.21,2,20,537.68,2688.42,2150.74,Net Banking,7,No,,3.3
ORD10832,2023-05-06,CUST00782,36-45,North,Organic Search,Mobile,Sports,Cricket Bat,1753.42,3,25,1315.07,5260.26,3945.19,Credit Card,3,No,,2.9
ORD10833,2023-07-02,CUST00981,26-35,Central,Email,Desktop,Toys,LEGO Set,2657.54,1,15,398.63,2657.54,2258.91,UPI,4,No,,4.1
ORD10834,2023-03-19,CUST00163,36-45,South,Organic Search,Tablet,Beauty,Shampoo,338.33,1,0,0.0,338.33,338.33,Debit Card,3,No,,2.9
ORD10835,2023-08-31,CUST00786,18-25,Central,Referral,Mobile,Books,Fiction Novel,490.05,2,20,196.02,980.1,784.08,Net Banking,7,No,,3.8
ORD10836,2023-06-23,CUST00308,36-45,South,Direct,Desktop,Electronics,Smart Watch,19038.87,5,15,14279.15,95194.35,80915.2,UPI,2,No,,4.4
ORD10837,2023-11-15,CUST00174,26-35,North,Email,Desktop,Beauty,Face Cream,661.13,4,0,0.0,2644.52,2644.52,Debit Card,10,No,,4.2
ORD10838,2023-08-10,CUST00033,18-25,North,Social Media,Desktop,Electronics,Laptop,93046.34,3,25,69784.76,279139.02,209354.26,Debit Card,6,Yes,Changed Mind,3.6
ORD10839,2023-06-21,CUST00875,55+,East,Direct,Desktop,Books,Comic,216.52,3,20,129.91,649.56,519.65,COD,6,No,,3.4
ORD10840,2023-12-10,CUST00918,18-25,North,Paid Ads,Desktop,Clothing,Jacket,2408.21,1,25,602.05,2408.21,1806.16,Credit Card,2,No,,5.0
ORD10841,2023-01-05,CUST00350,46-55,West,Direct,Desktop,Clothing,Kurta,2083.06,1,0,0.0,2083.06,2083.06,Wallet,1,No,,3.2
ORD10842,2023-02-11,CUST00239,26-35,South,Email,Mobile,Electronics,Tablet,16098.92,2,5,1609.89,32197.84,30587.95,Wallet,3,Yes,Defective,5.0
ORD10843,2023-12-13,CUST00063,26-35,East,Paid Ads,Tablet,Books,Biography,638.45,4,10,255.38,2553.8,2298.42,COD,10,No,,4.0
ORD10844,2023-04-06,CUST00857,36-45,West,Social Media,Desktop,Clothing,T-Shirt,1113.73,1,5,55.69,1113.73,1058.04,Wallet,6,No,,4.1
ORD10845,2023-03-24,CUST00353,46-55,West,Organic Search,Tablet,Clothing,Kurta,414.66,3,10,124.4,1243.98,1119.58,Wallet,2,Yes,Changed Mind,4.8
ORD10846,2023-10-19,CUST00831,26-35,South,Paid Ads,Tablet,Electronics,Earbuds,3146.62,3,0,0.0,9439.86,9439.86,Debit Card,5,No,,3.7
ORD10847,2023-07-26,CUST00476,26-35,North,Paid Ads,Desktop,Electronics,Earbuds,2343.8,4,15,1406.28,9375.2,7968.92,Net Banking,8,No,,4.7
ORD10848,2023-12-05,CUST00017,26-35,West,Paid Ads,Desktop,Toys,Board Game,1498.55,1,20,299.71,1498.55,1198.84,COD,3,No,,4.5
ORD10849,2023-08-10,CUST00164,26-35,East,Direct,Desktop,Home & Kitchen,Mixer Grinder,3139.68,5,25,3924.6,15698.4,11773.8,COD,7,No,,3.8
ORD10850,2023-08-02,CUST00319,36-45,East,Social Media,Tablet,Home & Kitchen,Mixer Grinder,3410.91,4,5,682.18,13643.64,12961.46,UPI,8,Yes,Not as Described,3.5
ORD10851,2023-01-10,CUST00253,26-35,East,Direct,Desktop,Toys,Board Game,1423.92,4,0,0.0,5695.68,5695.68,UPI,8,No,,3.5
ORD10852,2023-03-07,CUST00726,36-45,West,Organic Search,Desktop,Sports,Dumbbells,3224.32,3,5,483.65,9672.96,9189.31,COD,6,No,,2.4
ORD10853,2023-02-11,CUST00618,46-55,West,Paid Ads,Desktop,Electronics,Smart Watch,15503.46,5,15,11627.59,77517.3,65889.71,Wallet,9,No,,3.2
ORD10854,2023-05-07,CUST00495,36-45,East,Referral,Tablet,Clothing,Saree,6903.96,1,25,1725.99,6903.96,5177.97,Debit Card,4,No,,3.3
ORD10855,2023-06-01,CUST00200,26-35,North,Social Media,Desktop,Toys,Board Game,2894.31,5,0,0.0,14471.55,14471.55,Debit Card,1,No,,5.0
ORD10856,2023-07-08,CUST00392,36-45,East,Email,Desktop,Clothing,Saree,982.04,4,0,0.0,3928.16,3928.16,Debit Card,8,No,,4.9
ORD10857,2023-06-15,CUST00889,26-35,West,Referral,Mobile,Beauty,Serum,1578.67,2,0,0.0,3157.34,3157.34,Wallet,1,No,,4.0
ORD10858,2023-11-26,CUST00524,18-25,North,Paid Ads,Mobile,Books,Textbook,1032.86,3,0,0.0,3098.58,3098.58,Credit Card,5,No,,4.0
ORD10859,2023-07-04,CUST00423,26-35,West,Direct,Desktop,Sports,Cricket Bat,5700.61,2,0,0.0,11401.22,11401.22,Wallet,6,No,,3.8
ORD10860,2023-03-23,CUST00058,36-45,South,Email,Mobile,Clothing,Kurta,2127.98,2,25,1063.99,4255.96,3191.97,Credit Card,2,No,,4.4
ORD10861,2023-06-15,CUST00687,26-35,West,Referral,Mobile,Clothing,Jeans,2874.92,2,15,862.48,5749.84,4887.36,Credit Card,7,No,,3.6
ORD10862,2023-01-04,CUST00921,46-55,Central,Social Media,Desktop,Clothing,Kurta,475.61,2,25,237.81,951.22,713.41,COD,6,No,,8.5
ORD10863,2023-06-21,CUST00267,26-35,Central,Email,Mobile,Home & Kitchen,Cookware Set,3636.31,2,10,727.26,7272.62,6545.36,Debit Card,4,No,,3.6
ORD10864,2023-04-13,CUST00220,46-55,South,Referral,Desktop,Electronics,Smartphone,24272.99,1,5,1213.65,24272.99,23059.34,Debit Card,10,No,,3.6
ORD10865,2023-06-20,CUST00738,26-35,South,Email,Desktop,Sports,Yoga Mat,1119.8,2,0,0.0,2239.6,2239.6,COD,4,No,,5.0
ORD10866,2023-11-12,CUST00878,18-25,Central,Paid Ads,Mobile,Sports,Dumbbells,4139.01,-2,0,0.0,8278.02,8278.02,Credit Card,2,No,,4.7
ORD10867,2023-02-08,CUST00023,26-35,West,Paid Ads,Mobile,Home & Kitchen,Mixer Grinder,5874.63,4,15,3524.78,23498.52,19973.74,Wallet,5,No,,3.1
ORD10868,2023-01-08,CUST00712,36-45,South,Paid Ads,Mobile,Beauty,Face Cream,1344.38,4,0,0.0,5377.52,5377.52,Net Banking,2,Yes,Wrong Item,2.4
ORD10869,2023-08-27,CUST00014,36-45,East,Direct,Desktop,Beauty,Lipstick,229.9,4,20,183.92,919.6,735.68,Wallet,7,No,,4.5
ORD10870,2023-04-07,CUST00046,46-55,West,Paid Ads,Tablet,Books,Self Help,600.97,1,10,60.1,600.97,540.87,Wallet,4,No,,5.0
ORD10871,2023-08-22,CUST00383,36-45,East,Email,Mobile,Electronics,Earbuds,2138.16,5,15,1603.62,10690.8,9087.18,COD,8,No,,1.5
ORD10872,2023-03-17,CUST00089,36-45,West,Email,Tablet,Books,Textbook,1147.97,3,10,344.39,3443.91,3099.52,Wallet,8,No,,2.3
ORD10873,2023-10-04,CUST00588,18-25,North,Email,Mobile,Clothing,T-Shirt,646.49,2,15,193.95,1292.98,1099.03,COD,3,No,,5.0
ORD10874,2023-05-11,CUST00727,36-45,East,Referral,Desktop,Sports,Yoga Mat,1539.14,5,0,0.0,7695.7,7695.7,COD,9,No,,4.3
ORD10875,2023-12-19,CUST00660,26-35,North,Referral,Mobile,Beauty,Lipstick,419.07,3,20,251.44,1257.21,1005.77,Net Banking,2,No,,4.5
ORD10876,2023-07-27,CUST00835,18-25,North,Organic Search,Desktop,Clothing,T-Shirt,,3,5,165.51,3310.26,3144.75,Net Banking,5,No,,3.7
ORD10877,2023-12-24,CUST00398,26-35,Central,Referral,Mobile,Electronics,Smart Watch,19007.74,4,0,0.0,76030.96,76030.96,Wallet,10,No,,3.9
ORD10878,2023-05-11,CUST00101,26-35,West,Organic Search,Desktop,Books,Fiction Novel,375.0,3,0,0.0,1125.0,1125.0,Credit Card,8,No,,3.3
ORD10879,2023-02-12,CUST00733,36-45,Central,Email,Mobile,Books,Fiction Novel,363.69,5,0,0.0,1818.45,1818.45,UPI,4,No,,4.7
ORD10880,2023-11-11,CUST00029,55+,Central,Email,Tablet,Home & Kitchen,Cookware Set,5774.4,4,5,1154.88,23097.6,21942.72,Wallet,7,Yes,Wrong Item,3.0
ORD10881,2023-03-31,CUST00167,18-25,North,Paid Ads,Desktop,Beauty,Face Cream,529.17,1,25,132.29,529.17,396.88,Net Banking,8,No,,3.3
ORD10882,2023-01-23,CUST00866,26-35,North,Organic Search,Mobile,Clothing,T-Shirt,703.49,2,20,281.4,1406.98,1125.58,Debit Card,5,No,,3.3
ORD10883,2023-07-07,CUST00651,26-35,West,Organic Search,Mobile,Clothing,Kurta,1581.82,4,25,1581.82,6327.28,4745.46,Credit Card,7,Yes,Not as Described,5.0
ORD10884,2023-03-12,CUST00457,36-45,South,Referral,Desktop,Home & Kitchen,Bedsheet,1686.56,5,5,421.64,8432.8,8011.16,Credit Card,2,Yes,Defective,2.9
ORD10885,2023-03-10,CUST00523,36-45,North,Social Media,Mobile,Sports,Yoga Mat,964.5,2,10,192.9,1929.0,1736.1,UPI,7,Yes,Defective,3.5
ORD10886,2023-09-02,CUST00643,26-35,Central,Paid Ads,Mobile,Clothing,Jacket,5006.13,2,25,2503.07,10012.26,7509.19,Net Banking,8,No,,4.5
ORD10887,2023-11-17,CUST00848,26-35,West,Organic Search,Mobile,Sports,Yoga Mat,1632.31,2,20,652.92,3264.62,2611.7,Wallet,6,No,,4.9
ORD10888,2023-03-07,CUST00662,46-55,West,Organic Search,Desktop,Beauty,Perfume,2258.49,5,5,564.62,11292.45,10727.83,COD,8,No,,4.4
ORD10889,2023-11-25,CUST00403,26-35,Central,Referral,Desktop,Electronics,Smart Watch,3194.01,1,0,0.0,3194.01,3194.01,UPI,1,No,,2.4
ORD10890,2023-08-29,CUST00632,36-45,East,Referral,Tablet,Toys,Doll,1169.45,4,0,0.0,4677.8,4677.8,Debit Card,6,Yes,Changed Mind,5.0
ORD10891,2023-06-28,CUST00344,26-35,South,Referral,Mobile,Home & Kitchen,Bedsheet,2768.04,5,5,692.01,13840.2,13148.19,Wallet,5,No,,3.8
ORD10892,2023-04-15,CUST00898,26-35,East,Paid Ads,Tablet,Home & Kitchen,Mixer Grinder,6122.62,3,15,2755.18,18367.86,15612.68,Net Banking,8,No,,4.6
ORD10893,2023-10-03,CUST00621,18-25,West,Organic Search,Mobile,Home & Kitchen,Mixer Grinder,4349.78,3,25,3262.34,13049.34,9787.0,Debit Card,6,No,,5.0
ORD10894,2023-09-19,CUST00644,55+,North,Paid Ads,Mobile,Toys,Remote Car,3768.98,4,10,1507.59,15075.92,13568.33,Credit Card,10,No,,3.8
ORD10895,2023-02-25,CUST00131,36-45,Central,Organic Search,Mobile,Home & Kitchen,Air Fryer,3369.31,1,10,336.93,3369.31,3032.38,Credit Card,9,No,,5.0
ORD10896,2023-05-04,CUST00951,36-45,East,Paid Ads,Mobile,Home & Kitchen,Cookware Set,5457.65,3,20,3274.59,16372.95,13098.36,Net Banking,4,No,,2.9
ORD10897,2023-10-20,CUST00277,46-55,South,Email,Tablet,Clothing,Kurta,1694.22,2,0,0.0,3388.44,3388.44,Debit Card,10,No,,3.2
ORD10898,2023-12-10,CUST00457,26-35,West,Paid Ads,Tablet,Clothing,Jeans,1198.68,1,5,59.93,1198.68,1138.75,Net Banking,5,No,,5.0
ORD10899,2023-04-16,CUST00897,26-35,West,Referral,Mobile,Toys,Puzzle,1175.9,1,10,117.59,1175.9,1058.31,UPI,8,No,,2.8
ORD10900,2023-07-26,CUST00733,26-35,North,Direct,Tablet,Clothing,T-Shirt,981.24,4,0,0.0,3924.96,3924.96,Debit Card,4,No,,3.6
ORD10901,2023-10-20,CUST00021,26-35,East,Social Media,Mobile,Beauty,Face Cream,787.92,1,20,157.58,787.92,630.34,UPI,6,No,,4.5
ORD10902,2023-10-27,CUST00391,26-35,North,Referral,Tablet,Home & Kitchen,Bedsheet,1696.33,2,5,169.63,3392.66,3223.03,COD,9,No,,4.6
ORD10903,2023-03-18,CUST00447,26-35,Central,Organic Search,Mobile,Electronics,Earbuds,856.65,3,25,642.49,2569.95,1927.46,Credit Card,5,No,,2.6
ORD10904,2023-10-08,CUST00828,55+,East,Paid Ads,Tablet,Sports,Yoga Mat,1645.22,2,10,329.04,3290.44,2961.4,Credit Card,8,No,,4.5
ORD10905,2023-03-20,CUST00252,36-45,North,Referral,Tablet,Toys,Doll,1240.85,3,0,0.0,3722.55,3722.55,Credit Card,9,No,,3.6
ORD10906,2023-03-09,CUST00286,26-35,South,Direct,Tablet,Books,Self Help,283.5,4,0,0.0,1134.0,1134.0,Credit Card,4,No,,4.5
ORD10907,2023-09-28,CUST00405,36-45,Central,Social Media,Tablet,Electronics,Smart Watch,4446.28,3,25,3334.71,13338.84,10004.13,COD,8,No,,3.1
ORD10908,2023-03-27,CUST00076,36-45,West,Email,Desktop,Beauty,Lipstick,951.63,5,20,951.63,4758.15,3806.52,UPI,9,No,,4.2
ORD10909,2023-04-21,CUST00769,18-25,East,Email,Mobile,Home & Kitchen,Air Fryer,5830.91,2,0,0.0,11661.82,11661.82,Debit Card,7,No,,4.2
ORD10910,2023-07-24,CUST00134,26-35,North,Social Media,Desktop,Electronics,Laptop,111329.73,3,25,83497.3,333989.19,250491.89,Credit Card,8,No,,3.6
ORD10911,2023-11-03,CUST00525,36-45,North,Social Media,Desktop,Home & Kitchen,Curtains,3710.05,4,0,0.0,14840.2,14840.2,Debit Card,5,No,,4.4
ORD10912,2023-12-31,CUST00534,26-35,East,Referral,Desktop,Home & Kitchen,Cookware Set,2412.7,1,0,0.0,2412.7,2412.7,UPI,9,No,,4.6
ORD10913,2023-08-13,CUST00527,18-25,North,Paid Ads,Desktop,Home & Kitchen,Air Fryer,10211.02,5,0,0.0,51055.1,51055.1,UPI,8,No,,4.1
ORD10914,2023-03-14,CUST00046,26-35,West,Paid Ads,Desktop,Beauty,Lipstick,931.45,3,0,0.0,2794.35,2794.35,COD,4,Yes,Changed Mind,3.9
ORD10915,2023-02-03,CUST00272,36-45,South,Direct,Desktop,Sports,Dumbbells,4959.79,2,0,0.0,9919.58,9919.58,Credit Card,3,No,,4.6
ORD10916,2023-08-29,CUST00760,26-35,Central,Referral,Tablet,Electronics,Smart Watch,16610.42,3,15,7474.69,49831.26,42356.57,UPI,5,No,,2.4
ORD10917,2023-01-12,CUST00337,55+,North,Referral,Desktop,Toys,Puzzle,1211.78,2,5,121.18,2423.56,2302.38,UPI,7,No,,3.5
ORD10918,2023-08-26,CUST00423,36-45,South,Referral,Desktop,Electronics,Laptop,79951.27,2,5,7995.13,159902.54,151907.41,Wallet,3,No,,3.7
